,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1
0,,labels US,dessus_face,dessus_face_droit,dessus_profil_droit,dessus_arriere_droit,dessus_arriere,dessus_arriere_gauche,dessus_profil_gauche,dessus_face_gauche
1,chair/test/chair_0943_SMPLER_centered_scaled_remeshing_iso_iter3,chair_0943_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
2,chair/test/chair_0984_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0984_SMPLER,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
3,chair/test/chair_0965_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0965_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
4,chair/test/chair_0930_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0930_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
5,chair/test/chair_0938_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0938_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
6,chair/train/chair_0304_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0304_SMPLER,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0
7,chair/train/chair_0410_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0410_SMPLER,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
8,chair/train/chair_0678_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0678_SMPLER,0.0,0.31,0.69,0.0,0.0,0.0,0.0,0.0
9,chair/train/chair_0815_SMPLER_centered_scaled_remeshing_iso_iter9,chair_0815_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
10,chair/train/chair_0818_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0818_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
11,chair/train/chair_0394_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0394_SMPLER,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0
12,chair/train/chair_0621_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0621_SMPLER,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0
13,chair/train/chair_0569_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0569_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
14,chair/train/chair_0046_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0046_SMPLER,0.0,0.31,0.69,0.0,0.0,0.0,0.0,0.0
15,chair/train/chair_0632_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0632_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
16,chair/train/chair_0734_SMPLER_centered_scaled_remeshing_iso_iter3,chair_0734_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
17,chair/train/chair_0843_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0843_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
18,chair/train/chair_0191_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0191_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
19,chair/train/chair_0618_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0618_SMPLER,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.31
20,chair/train/chair_0567_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0567_SMPLER,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
21,chair/train/chair_0041_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0041_SMPLER,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0
22,chair/train/chair_0153_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0153_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
23,chair/train/chair_0200_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0200_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
24,chair/train/chair_0218_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0218_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
25,chair/train/chair_0558_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0558_SMPLER,0.0,0.0,0.0,0.31,0.69,0.0,0.0,0.0
26,chair/train/chair_0583_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0583_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
27,chair/train/chair_0660_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0660_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
28,chair/train/chair_0056_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0056_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
29,chair/train/chair_0622_SMPLER_centered_scaled_remeshing_iso_iter9,chair_0622_SMPLER,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
30,chair/train/chair_0212_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0212_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
31,chair/train/chair_0330_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0330_SMPLER,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0
32,chair/train/chair_0832_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0832_SMPLER,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0
33,chair/train/chair_0707_SMPLER_centered_scaled_remeshing_iso_iter7,chair_0707_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
34,chair/train/chair_0715_SMPLER_centered_scaled_remeshing_iso_iter4,chair_0715_SMPLER,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0
35,chair/train/chair_0143_SMPLER_centered_scaled_remeshing_iso_iter4,chair_0143_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
36,chair/train/chair_0155_SMPLER_centered_scaled_remeshing_iso_iter5,chair_0155_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
37,chair/train/chair_0426_SMPLER_centered_scaled_remeshing_iso_iter4,chair_0426_SMPLER,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
38,chair/train/chair_0676_SMPLER_centered_scaled_remeshing_iso_iter4,chair_0676_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
39,chair/train/chair_0586_SMPLER_centered_scaled_remeshing_iso_iter3,chair_0586_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
40,chair/train/chair_0484_SMPLER_centered_scaled_remeshing_iso_iter6,chair_0484_SMPLER,0.0,0.0,0.0,0.0,0.06,0.88,0.06,0.0
41,chair/train/chair_0366_SMPLER_centered_scaled_remeshing_iso_iter3,chair_0366_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
42,chair/train/chair_0266_SMPLER_centered_scaled_remeshing_iso_iter8,chair_0266_SMPLER,0.06,0.88,0.06,0.0,0.0,0.0,0.0,0.0
