,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1
0,,labels US,dessus_face,dessus_face_droit,dessus_profil_droit,dessus_arriere_droit,dessus_arriere,dessus_arriere_gauche,dessus_profil_gauche,dessus_face_gauche
1,airplane/train/airplane_0337_SMPLER_centered_scaled_remeshing_iso_iter4,airplane_0337_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.44
2,airplane/train/airplane_0196_SMPLER_centered_scaled_remeshing_iso_iter7,airplane_0196_SMPLER,0.0,0.0,0.0,0.06,0.88,0.06,0.0,0.0
3,airplane/train/airplane_0141_SMPLER_centered_scaled_remeshing_iso_iter5,airplane_0141_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.56
4,airplane/train/airplane_0194_SMPLER_centered_scaled_remeshing_iso_iter8,airplane_0194_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.69
5,airplane/train/airplane_0357_SMPLER_centered_scaled_remeshing_iso_iter7,airplane_0357_SMPLER,0.83,0.06,0.0,0.0,0.0,0.0,0.0,0.11
6,airplane/train/airplane_0276_SMPLER_centered_scaled_remeshing_iso_iter4,airplane_0276_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.56
7,airplane/train/airplane_0126_SMPLER_centered_scaled_remeshing_iso_iter5,airplane_0126_SMPLER,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
8,airplane/train/airplane_0144_SMPLER_centered_scaled_remeshing_iso_iter6,airplane_0144_SMPLER,0.0,0.18,0.82,0.0,0.0,0.0,0.0,0.0
9,airplane/train/airplane_0165_SMPLER_centered_scaled_remeshing_iso_iter6,airplane_0165_SMPLER,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
10,airplane/train/airplane_0143_SMPLER_centered_scaled_remeshing_iso_iter6,airplane_0143_SMPLER,0.0,0.81,0.19,0.0,0.0,0.0,0.0,0.0
11,airplane/train/airplane_0044_SMPLER_centered_scaled_remeshing_iso_iter8,airplane_0044_SMPLER,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
12,airplane/train/airplane_0312_SMPLER_centered_scaled_remeshing_iso_iter8,airplane_0312_SMPLER,0.0,0.0,0.0,0.0,0.0,0.06,0.88,0.06
13,airplane/train/airplane_0446_SMPLER_centered_scaled_remeshing_iso_iter16,airplane_0446_SMPLER,0.0,0.11,0.83,0.06,0.0,0.0,0.0,0.0
14,airplane/train/airplane_0132_SMPLER_centered_scaled_remeshing_iso_iter4,airplane_0132_SMPLER,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
15,airplane/train/airplane_0429_SMPLER_centered_scaled_remeshing_iso_iter4,airplane_0429_SMPLER,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0
16,airplane/train/airplane_0256_SMPLER_centered_scaled_remeshing_iso_iter8,airplane_0256_SMPLER,0.0,0.06,0.88,0.06,0.0,0.0,0.0,0.0
17,airplane/train/airplane_0140_SMPLER_centered_scaled_remeshing_iso_iter5,airplane_0140_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.62
18,airplane/train/airplane_0267_SMPLER_centered_scaled_remeshing_iso_iter6,airplane_0267_SMPLER,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0
19,airplane/train/airplane_0454_SMPLER_centered_scaled_remeshing_iso_iter8,airplane_0454_SMPLER,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0
20,airplane/train/airplane_0051_SMPLER_centered_scaled_remeshing_iso_iter7,airplane_0051_SMPLER,0.0,0.0,0.0,0.0,0.0,0.82,0.18,0.0
