,path,name,0-1,1-1,2-1,3-1,4-1,5-1,6-1,7-1
0,,labels US,dessus_face,dessus_face_droit,dessus_profil_droit,dessus_arriere_droit,dessus_arriere,dessus_arriere_gauche,dessus_profil_gauche,dessus_face_gauche
1,car/test/car_0204_SMPLER_centered_scaled_remeshing_iso_iter7,car_0204_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.69
2,car/test/car_0266_SMPLER_centered_scaled_remeshing_iso_iter4,car_0266_SMPLER,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0
3,car/train/car_0031_SMPLER_centered_scaled_remeshing_iso_iter3,car_0031_SMPLER,0.0,0.05,0.82,0.14,0.0,0.0,0.0,0.0
4,car/train/car_0011_SMPLER_centered_scaled_remeshing_iso_iter6,car_0011_SMPLER,0.0,0.0,0.0,0.0,0.0,0.07,0.86,0.07
5,car/train/car_0007_SMPLER_centered_scaled_remeshing_iso_iter8,car_0007_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.71
6,car/train/car_0032_SMPLER_centered_scaled_remeshing_iso_iter8,car_0032_SMPLER,0.0,0.0,0.0,0.0,0.0,0.11,0.83,0.06
7,car/train/car_0152_SMPLER_centered_scaled_remeshing_iso_iter7,car_0152_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
8,car/train/car_0174_SMPLER_centered_scaled_remeshing_iso_iter4,car_0174_SMPLER,0.0,0.0,0.22,0.78,0.0,0.0,0.0,0.0
9,car/train/car_0004_SMPLER_centered_scaled_remeshing_iso_iter4,car_0004_SMPLER,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.78
